app_id,app_name,duration,status,spark.broadcast.blockSize,spark.broadcast.compress,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.io.compression.codec,spark.locality.wait,spark.memory.fraction,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.sql.autoBroadcastJoinThreshold,spark.sql.inMemoryColumnarStorage.batchSize,spark.sql.join.preferSortMergeJoin,spark.sql.shuffle.partitions,spark.storage.memoryMapThreshold
application_1688294179913_26568,2d#100#1689481620690_0#IMDB,7323,True,8,0,111,4,7808,4,6,8320,2816,0,2200,0.75,1280,0.58,1,40,82,11520,9200,0,62,2
application_1688294179913_26569,15a#100#1689481620833_5#IMDB,7850,True,5,1,133,3,7744,6,7,4800,2496,0,5000,0.73,4032,0.82,1,120,18,15872,8800,0,167,1
application_1688294179913_26570,25a#100#1689481621069_1#IMDB,12940,True,1,0,75,5,12032,8,3,12096,3264,1,4000,0.53,1152,0.65,1,76,56,15872,19000,1,66,7
application_1688294179913_26571,13a#100#1689481620613_1#IMDB,11047,True,2,1,90,5,11904,7,3,9600,2240,0,2400,0.62,2816,0.52,0,112,84,12544,18000,0,55,9
application_1688294179913_26572,9c#100#1689481620954_2#IMDB,10555,True,4,0,134,7,4608,5,8,4224,2112,0,3600,0.79,2304,0.73,1,132,32,10496,12400,0,135,10
application_1688294179913_26573,6e#100#1689481620160_4#IMDB,8696,True,15,0,80,8,10816,4,7,7808,1024,1,4200,0.59,2048,0.57,1,80,28,15104,10800,0,81,4
application_1688294179913_26574,3c#100#1689481620899_3#IMDB,7508,True,16,0,72,5,8896,4,5,10944,1728,1,2400,0.43,4032,0.53,0,28,62,11520,16600,1,93,10
application_1688294179913_26575,27c#100#1689481620929_1#IMDB,8783,True,1,1,58,4,7104,8,3,10944,1472,0,1800,0.76,2048,0.8,1,72,96,8704,8200,0,56,8
application_1688294179913_26576,26a#100#1689481621067_5#IMDB,11652,True,7,1,74,6,11200,3,6,7872,3072,1,2800,0.77,3008,0.55,1,48,52,9216,10200,0,87,10
application_1688294179913_26577,30c#100#1689481620465_4#IMDB,13134,True,5,0,139,8,9600,6,6,10432,3776,1,2400,0.74,1600,0.54,0,120,20,15104,17400,1,162,5
application_1688294179913_26578,30b#100#1689481620860_4#IMDB,11519,True,5,0,64,6,5056,6,4,9536,3072,0,4400,0.61,2752,0.76,0,48,70,13824,12600,0,76,3
application_1688294179913_26579,27c#100#1689481620170_2#IMDB,9881,True,8,1,160,7,9152,7,5,6976,2496,1,5800,0.36,1216,0.81,1,140,40,14848,7000,1,133,4
application_1688294179913_26580,13b#100#1689481620576_1#IMDB,9360,True,15,1,101,3,6656,4,6,8640,3840,1,4000,0.74,768,0.48,0,128,96,14592,15000,1,72,8
application_1688294179913_26581,15d#100#1689481620271_3#IMDB,8596,True,11,1,126,7,4288,4,7,4992,2624,1,6000,0.64,1280,0.55,0,92,72,16128,15800,0,138,8
application_1688294179913_26582,17d#100#1689481620725_5#IMDB,14391,True,14,0,112,4,7232,7,5,8896,2304,0,5200,0.52,3840,0.64,0,60,36,12544,6200,0,137,8
application_1688294179913_26583,32a#100#1689481620655_4#IMDB,6395,True,12,1,120,7,6080,6,5,7488,768,0,1600,0.71,2944,0.43,0,104,90,12032,11200,0,86,4
application_1688294179913_26584,23b#100#1689481621075_3#IMDB,8757,True,5,0,75,4,10432,5,4,7360,1728,0,5600,0.37,1088,0.74,0,72,88,15360,18200,1,59,10
application_1688294179913_26585,2b#100#1689481620403_4#IMDB,7203,True,15,1,97,5,5312,5,7,8960,2048,0,2400,0.49,2496,0.63,1,80,80,13056,18800,0,108,9
application_1688294179913_26586,8c#100#1689481620294_0#IMDB,15482,True,3,0,94,4,7808,7,5,6464,2560,1,4200,0.78,3072,0.51,1,124,30,15872,8600,0,78,1
application_1688294179913_26587,32a#100#1689481620184_3#IMDB,6550,True,14,0,167,6,9984,6,7,8128,2432,1,3200,0.45,2368,0.53,1,96,68,8960,5000,1,189,10
application_1688294179913_26588,22b#100#1689481620573_0#IMDB,11810,True,4,0,177,5,4928,6,7,5248,3584,1,5400,0.43,1344,0.79,0,80,64,12544,14200,0,147,1
application_1688294179913_26589,14b#100#1689481620251_2#IMDB,8079,True,13,0,91,7,9984,4,6,11904,3968,0,3200,0.66,704,0.5,1,108,20,14336,9400,1,77,1
application_1688294179913_26590,15a#100#1689481620393_4#IMDB,8344,True,8,0,84,3,6464,6,5,10048,1472,1,3600,0.62,1664,0.49,0,40,60,8960,15400,0,68,8
application_1688294179913_26591,6c#100#1689481620693_0#IMDB,8698,True,6,0,156,5,6080,7,5,12160,960,0,3000,0.4,2496,0.71,0,32,60,8448,9000,1,136,10
application_1688294179913_26592,19a#100#1689481620499_2#IMDB,11169,True,14,0,107,4,6912,7,5,9664,3328,1,4400,0.6,3392,0.85,1,72,52,12032,10200,1,78,6
application_1688294179913_26593,31b#100#1689481620762_6#IMDB,11200,True,4,0,55,7,11712,5,4,8192,2624,0,2800,0.84,1408,0.66,0,52,60,11264,8000,1,87,4
application_1688294179913_26594,25c#100#1689481620585_0#IMDB,11448,True,8,1,144,4,12032,5,7,5824,2624,1,2200,0.78,3456,0.72,0,72,58,13056,6000,1,91,4
application_1688294179913_26595,7c#100#1689481620725_0#IMDB,10707,True,14,0,112,4,7232,7,5,8896,2304,0,5200,0.52,3840,0.64,0,60,36,12544,6200,0,137,8
application_1688294179913_26596,5c#100#1689481620586_2#IMDB,7407,True,8,0,99,4,8832,6,6,5952,3520,0,2800,0.36,1280,0.61,1,88,74,10496,19200,1,94,10
application_1688294179913_26597,33c#100#1689481620789_3#IMDB,14154,True,3,0,70,4,5312,4,5,4800,1536,1,2400,0.4,3456,0.4,1,144,84,15616,17200,0,54,5
application_1688294179913_26598,5b#100#1689481621090_2#IMDB,6572,True,5,1,147,3,4352,6,7,5120,3072,0,3200,0.61,1024,0.4,1,96,36,15360,15600,1,103,1
application_1688294179913_26599,15a#100#1689481620983_1#IMDB,8638,True,3,0,85,4,9984,6,4,8128,3968,0,5200,0.46,2304,0.37,0,136,52,9472,11600,1,101,2
application_1688294179913_26600,30c#100#1689481620135_2#IMDB,13476,True,10,0,121,6,7104,7,5,10880,3776,1,3600,0.63,1728,0.71,0,48,36,14080,12200,0,153,9
application_1688294179913_26601,20a#100#1689481620136_1#IMDB,9295,True,12,1,65,7,11136,4,5,11136,1984,0,1000,0.77,3712,0.75,1,112,50,15104,7200,0,81,6
application_1688294179913_26602,28a#100#1689481620372_3#IMDB,12084,True,12,0,58,8,7488,3,7,4352,384,1,1000,0.45,1728,0.43,1,80,18,8192,16200,1,84,4
application_1688294179913_26603,30b#100#1689481620399_0#IMDB,11629,True,11,0,87,6,6016,4,6,9984,1152,0,4000,0.7,640,0.76,1,72,84,12544,10800,1,85,7
application_1688294179913_26604,2b#100#1689481620970_1#IMDB,6758,True,12,0,75,7,4992,4,6,6464,2048,1,6000,0.69,960,0.48,0,132,28,15104,17200,0,79,6
application_1688294179913_26605,3a#100#1689481620542_0#IMDB,6812,True,1,1,118,5,9280,7,6,9728,3584,0,3800,0.66,1920,0.43,0,140,72,11264,6000,0,105,9
application_1688294179913_26606,23b#100#1689481620139_5#IMDB,7813,True,13,0,131,6,8640,8,5,8576,1280,1,3000,0.35,1024,0.82,0,68,42,8448,16600,0,183,3
application_1688294179913_26607,17a#100#1689481620739_5#IMDB,16516,True,10,1,103,5,11840,5,6,9408,2432,0,2400,0.72,896,0.38,1,28,32,14080,12800,1,119,10
application_1688294179913_26608,17a#100#1689481620244_6#IMDB,14379,True,12,1,85,5,5312,4,6,5120,2944,0,3000,0.4,2560,0.64,0,84,48,12288,11000,0,94,3
application_1688294179913_26609,16b#100#1689481620819_5#IMDB,16691,True,10,1,88,7,4672,6,5,11648,1152,1,5400,0.64,2816,0.41,0,40,58,12032,8600,0,112,8
application_1688294179913_26610,5b#100#1689481620158_3#IMDB,5458,True,1,0,104,3,10240,5,5,9216,2048,1,5400,0.71,3904,0.66,1,24,84,9216,16800,1,63,8
application_1688294179913_26611,17c#100#1689481620228_0#IMDB,16210,True,11,1,93,7,10432,5,7,6272,3840,0,5400,0.46,896,0.57,0,112,24,10752,19200,0,159,3
application_1688294179913_26612,2c#100#1689481620183_3#IMDB,5732,True,9,1,76,6,4096,6,4,7296,704,0,5600,0.55,3904,0.43,0,32,92,12032,10400,1,91,7
application_1688294179913_26613,26a#100#1689481620110_5#IMDB,11046,True,2,1,85,7,4992,5,7,5888,3712,1,5200,0.73,3776,0.62,1,80,68,14336,20000,0,163,2
application_1688294179913_26614,7c#100#1689481620642_3#IMDB,10810,True,13,0,156,7,7360,8,4,11136,1600,1,3800,0.52,832,0.48,1,76,92,11776,9400,1,121,6
application_1688294179913_26615,21a#100#1689481620820_5#IMDB,8218,True,12,1,87,4,10112,5,6,7424,2944,1,1200,0.77,2752,0.66,0,92,28,11776,6800,1,70,5
application_1688294179913_26616,30c#100#1689481620860_5#IMDB,13093,True,5,0,64,6,5056,6,4,9536,3072,0,4400,0.61,2752,0.76,0,48,70,13824,12600,0,76,3
application_1688294179913_26617,7a#100#1689481620508_1#IMDB,8805,True,9,1,175,3,10496,7,6,6912,2624,1,4600,0.37,3328,0.42,0,68,20,14080,12000,0,145,7
application_1688294179913_26618,16a#100#1689481621009_5#IMDB,18120,True,13,1,111,3,12096,6,5,11328,896,0,1600,0.54,3200,0.64,1,72,28,8192,15600,1,120,4
application_1688294179913_26619,13c#100#1689481620573_5#IMDB,9242,True,4,0,177,5,4928,6,7,5248,3584,1,5400,0.43,1344,0.79,0,80,64,12544,14200,0,147,1
application_1688294179913_26620,6c#100#1689481620902_5#IMDB,9577,True,4,1,98,6,5696,5,7,6848,2752,0,1600,0.71,2688,0.67,1,128,28,10240,19200,1,86,2
application_1688294179913_26621,6b#100#1689481620520_4#IMDB,9014,True,12,0,125,7,4224,7,5,7424,3584,1,3000,0.84,1920,0.6,0,56,16,13568,20000,1,147,9
application_1688294179913_26622,12c#100#1689481620710_2#IMDB,7862,True,16,1,81,4,7040,5,5,11776,1152,0,4400,0.44,960,0.46,0,56,40,14592,12400,1,75,2
application_1688294179913_26623,1c#100#1689481620754_3#IMDB,8148,True,5,0,147,6,6976,6,6,6784,832,1,4200,0.79,1344,0.55,0,28,48,13568,19600,1,93,5
application_1688294179913_26624,17e#100#1689481620351_1#IMDB,15392,True,12,0,139,7,7360,5,6,6976,1856,0,3800,0.59,704,0.83,0,108,54,9984,14200,1,145,8
application_1688294179913_26625,7b#100#1689481620783_3#IMDB,9040,True,4,1,76,2,6976,5,7,5760,1856,1,5600,0.83,2240,0.76,1,120,64,8192,10800,0,146,2
application_1688294179913_26626,13a#100#1689481620379_5#IMDB,10658,True,13,1,95,2,9024,5,7,5184,1600,1,1400,0.72,1024,0.84,0,60,48,14336,13400,0,112,4
application_1688294179913_26627,33b#100#1689481620502_4#IMDB,9665,True,5,1,76,5,11072,3,7,5120,4032,1,5400,0.54,3456,0.53,1,112,24,9984,11200,0,58,4
application_1688294179913_26628,19b#100#1689481621062_5#IMDB,9854,True,3,1,68,5,8064,5,4,10816,1152,0,3400,0.7,832,0.61,0,84,94,15872,6400,0,84,7
application_1688294179913_26629,21a#100#1689481620133_1#IMDB,8696,True,3,0,76,6,11584,5,5,4672,1344,0,3200,0.46,2880,0.55,1,32,16,13056,6400,1,107,4
application_1688294179913_26630,1d#100#1689481620998_4#IMDB,8351,True,15,0,91,2,10752,4,6,4608,3520,1,4800,0.63,1856,0.63,0,72,72,9216,8800,0,95,4
application_1688294179913_26631,32b#100#1689481620785_0#IMDB,7399,True,3,1,63,3,11712,7,3,9600,3328,0,5800,0.65,2624,0.55,1,136,44,8448,6400,1,52,2
application_1688294179913_26632,10a#100#1689481620411_6#IMDB,8386,True,14,1,82,6,6272,7,4,8448,3136,1,5200,0.65,1600,0.41,1,120,94,9984,14000,1,78,7
application_1688294179913_26633,11b#100#1689481620825_2#IMDB,6676,True,3,1,141,3,9344,6,7,4800,960,0,4400,0.41,2048,0.57,1,108,24,10496,11800,0,114,8
application_1688294179913_26634,20a#100#1689481620918_5#IMDB,9391,True,9,0,178,4,4288,7,6,10240,1024,0,4600,0.61,576,0.37,0,44,28,9728,7000,0,94,5
application_1688294179913_26635,31b#100#1689481621099_1#IMDB,10131,True,10,1,65,6,7296,6,3,8960,3328,1,2600,0.71,3712,0.85,1,88,28,12800,8000,1,50,1
application_1688294179913_26636,19c#100#1689481620473_5#IMDB,11107,True,7,1,147,6,6656,7,6,7104,1728,0,2000,0.48,2432,0.35,1,88,84,9728,14200,0,97,5
application_1688294179913_26637,18c#100#1689481620458_6#IMDB,10486,True,8,1,68,5,11456,6,4,8640,2304,1,3400,0.79,3840,0.44,0,32,64,10752,9200,1,100,4
application_1688294179913_26638,6c#100#1689481620707_6#IMDB,8674,True,15,1,91,5,10176,8,5,9344,3392,0,1800,0.37,1472,0.77,1,120,92,9728,11600,0,98,7
application_1688294179913_26639,13b#100#1689481620123_4#IMDB,8840,True,13,1,103,5,11648,5,7,4160,2880,1,2600,0.59,2560,0.8,0,48,32,13568,19200,1,152,7
application_1688294179913_26640,33a#100#1689481621004_6#IMDB,13160,True,3,0,102,4,5952,5,8,7424,3008,1,4800,0.47,1152,0.84,0,72,54,8704,16200,1,169,9
application_1688294179913_26641,15b#100#1689481620901_4#IMDB,8189,True,5,0,88,5,10752,7,3,9408,2368,0,3800,0.52,3648,0.55,1,136,48,15104,10400,1,103,4
application_1688294179913_26642,11a#100#1689481620794_4#IMDB,8013,True,7,0,127,6,6976,6,5,12224,2496,1,5800,0.46,1280,0.68,1,24,34,14592,19600,0,107,7
application_1688294179913_26643,21b#100#1689481620444_1#IMDB,8360,True,9,0,86,4,5888,5,6,9344,1408,1,1400,0.54,2880,0.77,0,32,24,9984,17400,1,92,3
application_1688294179913_26644,26b#100#1689481620253_4#IMDB,10163,True,4,0,64,2,10752,4,7,6336,2688,0,2000,0.53,2752,0.67,1,116,92,12032,18400,0,62,9
application_1688294179913_26645,15b#100#1689481621046_2#IMDB,8095,True,11,0,70,7,5696,3,6,6208,4032,1,5800,0.62,2688,0.78,1,32,92,14592,12200,1,76,3
application_1688294179913_26646,3a#100#1689481620566_3#IMDB,7275,True,4,1,107,8,10112,4,6,8896,2176,0,2200,0.76,2688,0.35,0,32,32,13312,11600,1,124,5
application_1688294179913_26647,28b#100#1689481620162_5#IMDB,8668,True,5,1,159,3,5888,7,6,7680,1088,1,2200,0.5,3072,0.73,1,40,80,8704,9000,0,169,10
application_1688294179913_26648,11b#100#1689481620347_0#IMDB,7261,True,14,0,67,8,5184,3,7,5376,2560,1,1800,0.38,2432,0.74,1,132,74,14848,10400,1,70,9
application_1688294179913_26649,1a#100#1689481620760_4#IMDB,8303,True,13,0,92,5,11648,5,5,4160,2624,0,5200,0.61,2496,0.6,0,132,74,9472,19000,0,117,7
application_1688294179913_26650,27a#100#1689481620550_3#IMDB,8644,True,3,0,153,8,11840,4,8,6208,1984,1,5600,0.4,2752,0.49,1,108,48,13056,10600,1,105,8
application_1688294179913_26651,31a#100#1689481621031_0#IMDB,14627,True,3,0,97,7,5184,3,7,7040,3776,0,2800,0.59,2176,0.69,1,116,24,15360,16000,1,83,3
application_1688294179913_26652,23b#100#1689481620287_1#IMDB,8028,True,12,0,79,7,6976,5,4,10368,3648,1,1200,0.75,1216,0.68,1,72,42,13312,12800,0,103,6
application_1688294179913_26653,1b#100#1689481620835_5#IMDB,8184,True,7,0,98,4,5632,7,3,11008,3520,0,2200,0.5,4096,0.49,0,132,40,15616,16400,0,93,3
application_1688294179913_26654,21b#100#1689481621063_2#IMDB,8049,True,14,1,76,6,5760,6,5,10880,576,1,5400,0.48,192,0.67,1,128,36,8704,18400,1,90,7
application_1688294179913_26655,15b#100#1689481620688_1#IMDB,7826,True,8,0,76,4,9792,4,7,4544,4096,1,1600,0.4,3072,0.57,1,48,38,16384,6600,0,76,7
application_1688294179913_26656,13d#100#1689481620474_3#IMDB,10948,True,7,0,77,3,6464,3,8,5440,3968,1,3600,0.71,3136,0.79,1,132,56,8448,12000,1,84,1
application_1688294179913_26657,1c#100#1689481620578_0#IMDB,8068,True,5,0,136,4,8384,5,7,4544,3904,1,1200,0.84,576,0.82,0,108,24,9216,13000,1,79,5
application_1688294179913_26658,17d#100#1689481620826_4#IMDB,17625,True,5,0,124,6,10432,7,4,9600,1536,0,2200,0.67,3136,0.45,1,104,20,11008,13200,1,121,10
application_1688294179913_26659,29a#100#1689481620990_0#IMDB,14065,True,11,0,86,7,10176,5,4,6592,576,1,6000,0.45,3584,0.57,1,36,72,11008,10400,0,105,7
application_1688294179913_26660,22a#100#1689481620636_6#IMDB,12359,True,9,0,137,4,6208,8,5,11968,2496,1,3400,0.5,3392,0.49,1,128,20,12800,8400,1,163,3
application_1688294179913_26661,31b#100#1689481620254_2#IMDB,10041,True,2,1,75,2,5504,5,5,4928,3328,0,1000,0.6,3520,0.82,1,40,48,16384,12000,0,82,9
application_1688294179913_26662,6f#100#1689481620811_5#IMDB,12907,True,14,0,108,5,6016,5,7,5120,1920,0,3600,0.76,1344,0.6,0,32,54,14592,12000,1,118,4
application_1688294179913_26663,15b#100#1689481620419_1#IMDB,7971,True,15,0,121,4,11136,4,7,10432,512,0,4600,0.41,256,0.48,0,88,28,14848,17600,0,102,7
application_1688294179913_26664,15d#100#1689481620469_0#IMDB,8895,True,2,1,87,3,9600,8,5,11520,2944,1,3800,0.45,2688,0.47,0,124,24,14592,10400,0,118,2
application_1688294179913_26665,31c#100#1689481621009_2#IMDB,12029,True,13,1,111,3,12096,6,5,11328,896,0,1600,0.54,3200,0.64,1,72,28,8192,15600,1,120,4
application_1688294179913_26666,1a#100#1689481620503_6#IMDB,8370,True,9,0,66,4,7872,4,5,5376,1280,0,1400,0.83,3072,0.73,0,52,72,12800,14400,1,71,8
application_1688294179913_26667,21a#100#1689481620926_5#IMDB,9064,True,4,0,112,6,4288,7,4,9792,2496,0,5200,0.56,2432,0.76,1,112,52,8448,6800,1,117,4
application_1688294179913_26668,9c#100#1689481620392_1#IMDB,10901,True,12,1,84,4,11008,4,5,11904,2432,0,2600,0.4,2240,0.77,1,128,26,14336,9000,1,93,3
application_1688294179913_26669,1a#100#1689481620163_3#IMDB,8546,True,15,0,87,7,7552,5,6,6912,3904,0,5800,0.79,384,0.53,0,132,48,13568,15600,1,141,5
application_1688294179913_26670,17c#100#1689481620152_0#IMDB,21836,True,14,0,56,5,11008,4,5,8768,3712,0,2000,0.67,960,0.78,1,120,20,12032,6000,1,93,2
application_1688294179913_26671,17f#100#1689481620726_6#IMDB,15309,True,14,1,119,4,11136,6,6,5056,1344,0,2000,0.47,2944,0.5,0,52,32,9216,17800,1,114,3
application_1688294179913_26672,6e#100#1689481620701_4#IMDB,9254,True,3,0,142,2,10240,5,7,7040,1664,1,2200,0.74,3392,0.83,1,64,44,10496,7600,0,110,2
application_1688294179913_26673,6b#100#1689481620835_2#IMDB,8522,True,7,0,98,4,5632,7,3,11008,3520,0,2200,0.5,4096,0.49,0,132,40,15616,16400,0,93,3
application_1688294179913_26674,10b#100#1689481620687_4#IMDB,10433,True,8,0,72,3,4736,7,3,11264,3008,0,5600,0.54,3328,0.6,0,124,32,14848,7200,0,96,2
application_1688294179913_26675,30c#100#1689481620959_3#IMDB,11678,True,4,1,113,5,10560,8,5,6208,3648,1,3200,0.51,3520,0.35,1,112,70,12032,18600,1,146,6
application_1688294179913_26676,33a#100#1689481620521_0#IMDB,10430,True,8,1,117,7,12032,6,5,5120,832,0,4200,0.57,2240,0.79,1,112,68,8192,5600,0,89,5
application_1688294179913_26677,6a#100#1689481620559_1#IMDB,9933,True,11,1,123,5,9216,5,6,9088,576,0,5600,0.74,3136,0.85,0,104,40,15872,16800,1,106,9
application_1688294179913_26678,27a#100#1689481620168_2#IMDB,7812,True,13,1,74,5,12224,5,6,7872,2624,0,4800,0.84,2752,0.39,0,56,92,9216,7600,1,82,4
application_1688294179913_26679,31b#100#1689481620314_3#IMDB,10232,True,7,1,94,5,5120,6,7,10240,3136,0,1600,0.72,64,0.63,1,100,60,12800,14800,1,176,7
application_1688294179913_26680,7b#100#1689481620170_4#IMDB,9283,True,8,1,160,7,9152,7,5,6976,2496,1,5800,0.36,1216,0.81,1,140,40,14848,7000,1,133,4
application_1688294179913_26681,6d#100#1689481621032_4#IMDB,9485,True,1,0,80,2,7424,7,4,9472,1920,0,1200,0.69,2880,0.54,0,120,40,12800,15800,0,97,6
application_1688294179913_26682,9b#100#1689481620458_5#IMDB,8580,True,8,1,68,5,11456,6,4,8640,2304,1,3400,0.79,3840,0.44,0,32,64,10752,9200,1,100,4
application_1688294179913_26683,30c#100#1689481620727_2#IMDB,11401,True,13,1,101,4,11264,4,6,7168,4032,1,4600,0.38,3712,0.53,1,48,56,15360,11000,0,56,4
application_1688294179913_26684,21b#100#1689481620293_4#IMDB,7555,True,2,1,128,2,4160,6,6,9024,4032,1,4000,0.85,2496,0.4,1,32,76,12032,14600,0,76,3
application_1688294179913_26685,13a#100#1689481620206_1#IMDB,10149,True,3,1,86,2,5376,5,5,7552,2368,0,3800,0.51,1408,0.38,1,40,24,14848,19000,0,107,8
application_1688294179913_26686,19d#100#1689481620995_2#IMDB,16495,True,11,0,63,4,12224,4,6,9536,2368,1,3200,0.64,2880,0.66,1,76,60,9728,18000,1,56,3
application_1688294179913_26687,16a#100#1689481620540_3#IMDB,17261,True,9,1,93,5,12032,7,5,11968,2048,1,3400,0.43,2560,0.84,1,124,60,10752,12400,1,102,5
application_1688294179913_26688,17f#100#1689481620830_5#IMDB,14538,True,4,0,56,3,10368,7,3,10048,832,0,5200,0.53,2752,0.51,0,64,72,8960,15600,0,75,10
application_1688294179913_26689,13c#100#1689481620426_1#IMDB,8203,True,8,1,72,7,4416,5,5,4864,1920,1,4600,0.73,3904,0.83,1,96,16,13568,8800,0,128,6
application_1688294179913_26690,9d#100#1689481620919_6#IMDB,13123,True,4,0,164,6,9600,5,7,6464,3968,0,3600,0.77,3968,0.53,0,28,92,11008,17600,1,145,4
application_1688294179913_26691,11b#100#1689481620167_0#IMDB,7348,True,10,0,72,7,10944,6,3,10752,384,1,2400,0.69,1152,0.54,1,108,68,10752,11600,1,56,3
application_1688294179913_26692,29a#100#1689481620503_1#IMDB,13568,True,9,0,66,4,7872,4,5,5376,1280,0,1400,0.83,3072,0.73,0,52,72,12800,14400,1,71,8
application_1688294179913_26693,11c#100#1689481620557_0#IMDB,7266,True,4,1,94,5,9088,5,6,5824,2816,1,1400,0.57,1216,0.44,1,88,52,15360,14800,0,111,4
application_1688294179913_26694,26b#100#1689481620189_3#IMDB,9887,True,4,1,68,2,9472,6,4,10752,2048,0,3800,0.38,1472,0.52,1,92,96,16128,8800,1,92,5
application_1688294179913_26695,20a#100#1689481620903_5#IMDB,10408,True,13,0,131,5,9600,6,6,11584,3392,1,1600,0.85,320,0.63,1,24,80,8448,16800,0,142,3
application_1688294179913_26696,12c#100#1689481620895_2#IMDB,7690,True,8,1,98,2,6464,4,8,6592,3264,1,2800,0.53,3840,0.51,0,124,90,13312,18000,0,83,9
application_1688294179913_26697,11b#100#1689481620590_1#IMDB,7247,True,3,0,70,4,10496,3,8,6400,960,1,5400,0.58,3136,0.71,0,128,54,13824,8000,1,89,7
application_1688294179913_26698,25a#100#1689481620838_1#IMDB,10627,True,4,1,99,6,10752,4,7,6400,2432,1,4600,0.6,3776,0.74,1,88,82,10752,5000,1,92,6
application_1688294179913_26699,15a#100#1689481620936_1#IMDB,8908,True,10,0,105,3,10880,4,8,4352,576,1,4200,0.76,4032,0.42,1,144,32,9472,19800,0,134,10
application_1688294179913_26700,4c#100#1689481620298_0#IMDB,8373,True,8,0,100,7,7616,3,8,6528,3264,0,5200,0.8,1728,0.48,0,76,50,15104,14000,1,94,10
application_1688294179913_26701,12b#100#1689481620290_6#IMDB,10093,True,5,0,66,6,10112,5,4,11904,1856,0,1600,0.68,640,0.56,0,88,92,8960,19600,0,69,4
application_1688294179913_26702,25b#100#1689481620490_2#IMDB,11074,True,8,0,72,3,8960,6,4,8192,3072,1,1000,0.64,2368,0.36,1,128,20,9472,18400,1,105,2
application_1688294179913_26703,2a#100#1689481620635_2#IMDB,7438,True,12,1,72,5,8640,7,4,10368,3456,0,2000,0.76,2304,0.47,1,80,52,12800,13800,0,129,9
application_1688294179913_26704,1c#100#1689481620153_2#IMDB,7138,True,7,1,166,7,11840,7,5,9088,896,1,6000,0.44,3136,0.48,0,48,76,15360,18400,0,85,6
application_1688294179913_26705,21c#100#1689481620741_5#IMDB,9356,True,8,1,163,6,7296,5,7,6208,2112,0,1400,0.36,384,0.53,0,100,36,12032,18800,1,88,9
application_1688294179913_26706,15c#100#1689481621030_5#IMDB,8022,True,4,1,125,6,11648,4,7,9728,1024,0,1800,0.63,640,0.47,0,48,86,9728,10400,0,84,7
application_1688294179913_26707,8b#100#1689481620778_6#IMDB,8630,True,11,0,162,7,10624,7,5,7488,704,1,4200,0.38,2944,0.75,1,64,68,12544,6600,0,125,6
application_1688294179913_26708,7b#100#1689481620498_1#IMDB,8940,True,6,1,129,2,6016,6,7,6016,576,0,3000,0.39,320,0.54,0,92,86,14848,15200,0,95,1
application_1688294179913_26709,13a#100#1689481620538_3#IMDB,10441,True,7,1,109,2,5888,5,7,6976,1024,1,2000,0.82,2240,0.4,1,104,52,12544,17600,0,84,6
application_1688294179913_26710,12c#100#1689481620220_2#IMDB,8932,True,9,0,131,8,8000,7,5,8512,1728,1,3600,0.72,2176,0.38,1,136,80,13568,16000,1,86,2
application_1688294179913_26711,2d#100#1689481620440_6#IMDB,7763,True,14,0,120,4,5632,6,6,10112,2112,1,1600,0.82,3392,0.49,1,144,88,11776,10600,0,153,3
application_1688294179913_26712,1a#100#1689481620891_6#IMDB,8556,True,7,0,107,7,8256,5,4,10560,3392,0,4800,0.78,448,0.37,1,68,72,12800,19000,0,97,2
application_1688294179913_26713,6b#100#1689481620239_2#IMDB,10399,True,11,1,116,3,10496,5,8,7296,2048,1,2200,0.7,128,0.72,1,36,28,8192,15400,1,102,2
application_1688294179913_26714,27c#100#1689481620500_2#IMDB,8847,True,12,1,127,6,11712,4,8,8000,1600,0,1800,0.77,448,0.63,0,128,28,8960,5200,1,107,9
application_1688294179913_26715,27a#100#1689481620688_6#IMDB,8203,True,8,0,76,4,9792,4,7,4544,4096,1,1600,0.4,3072,0.57,1,48,38,16384,6600,0,76,7
application_1688294179913_26716,31a#100#1689481620310_5#IMDB,12577,True,4,1,102,5,7296,6,4,10368,2240,0,1200,0.39,3136,0.41,0,76,56,14592,6000,0,102,7
application_1688294179913_26717,22b#100#1689481620910_5#IMDB,10589,True,6,1,138,5,12288,8,4,8640,576,0,2400,0.55,3584,0.47,1,112,36,12544,16600,1,82,7
application_1688294179913_26718,3b#100#1689481620341_1#IMDB,6636,True,2,0,97,5,8192,7,6,7232,384,0,6000,0.39,2432,0.62,1,44,52,14080,12600,1,149,3
application_1688294179913_26719,10a#100#1689481620828_5#IMDB,8045,True,13,1,91,7,5120,4,5,5952,1856,1,3000,0.62,3264,0.44,1,28,68,10496,14600,1,56,9
application_1688294179913_26720,13d#100#1689481620187_1#IMDB,9981,True,13,1,52,6,8128,5,4,9088,1024,0,5000,0.74,256,0.71,1,144,16,9728,18600,0,103,6
application_1688294179913_26721,17a#100#1689481621093_3#IMDB,12546,True,9,1,118,3,7168,6,7,4864,3072,1,5200,0.67,2688,0.61,1,140,36,11520,13800,1,111,1
